Schema,Field,Original Term,Preferred Target Classes,Preferred Target Domains,Preferred Target Vocabularies,Mapped Term,Concept ID,Concept Code,Term Type,Status,Match Type,Class,Domain,Vocabulary,Manual Map Type,Mapped By,Approved By,Review URL,Notes
Radiation,anatomical_site_irradiated,BILATERAL HIP,,,SNOMED,Bilateral hip joint,4137089,304909008,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT HIP,,,,Left hip,4119913,287679003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT HIP,,,,Right hip,4119892,287579007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT HUMERUS,,,,Bone structure of left humerus,36714295,719460003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT HUMERUS,,,,Bone structure of right humerus,36714296,719461004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,HYPOPHARYNX,,,,Hypopharynx,4218592,81502006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL INTERNAL MAMMARY CHAIN,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,BILATERAL INGUINAL NODES,,,,Bilateral Inguinal Lymph Nodes,36769793,OMOP4999471,Concept,Active,Inexact,Nodes,Measurement,Cancer Modifier,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT INGUINAL NODES,,,"SNOMED,LOINC",Left inguinal Lymph Nodes,36769815,OMOP4999493,Concept,Active,Inexact,Nodes,Measurement,Cancer Modifier,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT INGUINAL NODES,,,"SNOMED,LOINC",Right inguinal Lymph Nodes,36769506,OMOP4999183,Concept,Active,Inexact,Nodes,Measurement,Cancer Modifier,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,"INVERTED 'Y' (DOG-LEG,HOCKEY-STICK)",,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,LEFT KIDNEY,,,,Left kidney,4088232,18639004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT KIDNEY,,,,Right kidney,4321753,9846003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,BILATERAL KNEE,,,SNOMED,Both knees,4280574,36701003,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT KNEE,,,,Left knee,4220204,82169009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT KNEE,,,,Right knee,4285878,6757004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,BILATERAL LACRIMAL GLAND,,,,Both lacrimal glands,4148463,30641009,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT LACRIMAL GLAND,,,,Left lacrimal gland,4215006,80984007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT LACRIMAL GLAND,,,,Right lacrimal gland,4077889,18855009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LARYGOPHARYNX,,,SNOMED,Laryngopharynx,4218592,81502006,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LARYNX,,,,Larynx,4262229,4596009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL LEG,,,,Both legs,4164952,40927001,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT LEG,,,,Left leg,4136825,32153003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT LEG,,,,Right leg,4268743,62175007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LOWER BILATERAL LEG,,,"SNOMED,LOINC",Lower leg Bilateral,36307441,LP35051-9,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LOWER LEFT LEG,,,,Left lower leg,4169248,48979004,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LOWER RIGHT LEG,,,,Right lower leg,4138674,32696007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,UPPER BILATERAL LEG,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,UPPER LEFT LEG,,,"SNOMED,LOINC",Leg-upper-left,45883323,LA18772-6,Concept,Active,Inexact,Answer,Meas Value,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,UPPER RIGHT LEG,,,"SNOMED,LOINC",Leg-upper-right,45880437,LA18771-8,Concept,Active,Inexact,Answer,Meas Value,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BOTH EYELID(S),,,"SNOMED,LOINC",Eyelid structure,4196657,80243003,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT EYELID,,,"SNOMED,LOINC",Structure of left eyelid,36715400,721065004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT EYELID,,,"SNOMED,LOINC",Structure of right eyelid,36715401,721066003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BOTH LIP(S),,,SNOMED,Both lips,4215032,81083006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LOWER LIP,,,,Lower lip,4135698,32032005,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,UPPER LIP,,,,Upper lip,4022155,11681001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LIVER,,,SNOMED,Liver,4009105,10200004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BILATERAL LUNG,,,SNOMED,Both lungs,4250192,74101002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT LUNG,,,SNOMED,Left lung,4195613,44029006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT LUNG,,,SNOMED,Right lung,4141610,3341006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BILATERAL MANDIBLE,,,"SNOMED,LOINC",Mandible - bilateral,3968261,LP436572-4,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT MANDIBLE,,,"SNOMED,LOINC",Mandible Left,1027660,LP36544-2,Concept,Inactive,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT MANDIBLE,,,"SNOMED,LOINC",Mandible Right,1027659,LP36543-4,Concept,Inactive,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,MANTLE,,,,Mantle,45878525,LA4620-6,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,BILATERAL MAXILLA,,,"SNOMED,LOINC",Entire maxilla,4057716,181813003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT MAXILLA,,,SNOMED,Bone structure of left maxilla,36695852,773937007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT MAXILLA,,,SNOMED,Bone structure of right maxilla,36695851,773936003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,MEDIASTINUM,,,SNOMED,Mediastinum,4216544,72410000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,MULTIPLE SKIN,,,"SNOMED,LOINC",Multiple skin tags,4301418,403857009,Concept,Active,Inexact*,Disorder,Condition,SNOMED,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,NASAL FOSSA,,,"SNOMED,LOINC",Nasal fossae,4204993,53912006,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,NASOPHARYNX,,,SNOMED,Nasopharynx,4216712,71836000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BILATERAL NECK INCLUDES NODES,,,"SNOMED,LOINC",Entire neck (body structure),4120136,302550007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT NECK INCLUDES NODES,,,"SNOMED,LOINC",Structure of left half of neck,4015940,170583000,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT NECK INCLUDES NODES,,,"SNOMED,LOINC",Structure of right half of neck,4014996,170303002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,NECK - SKIN,,,"SNOMED,LOINC",Skin structure of neck,4182739,43081002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,NOSE,,,SNOMED,Nose,4164276,45206002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,ORAL CAVITY / BUCCAL MUCOSA,,,"SNOMED,LOINC",Buccal mucosa,4057160,16811007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL ORBIT,,,"SNOMED,LOINC",Orbit Bilateral,40782993,LP33485-1,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT ORBIT,,,SNOMED,Bone structure of left orbit,36695847,773932001,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT ORBIT,,,SNOMED,Bone structure of right orbit,36695848,773933006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,OROPHARYNX,,,SNOMED,Oropharynx,4151149,31389004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BILATERAL OVARY,,,SNOMED,Both ovaries,4307218,83238006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT OVARY,,,SNOMED,Left ovary,4185266,43981004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT OVARY,,,SNOMED,Right ovary,4049643,20837000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,HARD PALATE,,,SNOMED,Hard palate,4234542,90228003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SOFT PALATE,,,SNOMED,Soft palate,4177005,49460000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,PALATE UNSPECIFIED,,,"SNOMED,LOINC","Palate, NOS",44498047,C05.9,Concept,Active,Inexact,ICDO Topography,Spec Anatomic Site,ICDO3,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,PANCREAS,,,SNOMED,Pancreas,4049768,15776009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,PARA-AORTIC NODES,,,,Para-aortic nodes,4075248,245285004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT PAROTID,,,"SNOMED,LOINC",Left parotid gland,4195758,44178003,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,RIGHT PAROTID,,,"SNOMED,LOINC",Right parotid gland,4312075,85706002,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,BILATERAL PELVIS,,,"SNOMED,LOINC",Structure of pelvis,4044034,12921003,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT PELVIS,,,SNOMED,Structure of left half of pelvis,37157314,1204373005,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT PELVIS,,,SNOMED,Structure of right half of pelvis,37152956,1204374004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,PENIS,,,SNOMED,Penis,4077311,18911002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,PERINEUM,,,,Perineum,4304791,38864007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,PITUITARY,,,"SNOMED,LOINC",Pituitary gland,4209428,56329008,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,LEFT PLEURA (AS IN MESOTHELIOMA),,,SNOMED,Left pleura structure,4201871,53727004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT PLEURA,,,,Right pleura,4264364,44788007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,PROSTATE,,,SNOMED,Prostate,4165732,41216001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,PUBIS,,,SNOMED,Pubis,4278089,66040006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,PYRIFORM FOSSA (SINUSES),,,SNOMED,Piriform fossa,4268741,6217003,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT RADIUS,,,SNOMED,Bone structure of left radius,36714299,719464007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT RADIUS,,,SNOMED,Bone structure of right radius,36714300,719465008,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RECTUM (INCLUDES SIGMOID),,,"SNOMED,LOINC",Rectum and sigmoid colon,4218247,81922002,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,LEFT RIBS,,,SNOMED,Bone structure of left rib,37110130,724223001,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT RIBS,,,SNOMED,Bone structure of right rib,37110128,724221004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SACRUM,,,SNOMED,Sacrum,44783588,699698002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT SALIVARY GLAND,,,,Left salivary gland,37117812,725037009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT SALIVARY GLAND,,,,Right salivary gland,37110715,725038004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,BILATERAL SCAPULA,,,"SNOMED,LOINC",Scapula Bilateral,42530068,LP30262-7,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT SCAPULA,,,SNOMED,Bone structure of left scapula,36717739,719627005,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT SCAPULA,,,SNOMED,Bone structure of right scapula,36714414,719628000,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BILATERAL SUPRACLAVICULAR NODES,,,"SNOMED,LOINC",Supraclavicular lymph nodes,4075241,245265003,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT SUPRACLAVICULAR NODES,,,"SNOMED,LOINC",Structure of left supraclavicular lymph node,35632105,16217501000119107,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT SUPRACLAVICULAR NODES,,,"SNOMED,LOINC",Structure of right supraclavicular lymph node,35632106,16217541000119109,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL SCALP,,,"SNOMED,LOINC",Entire scalp,4110225,181480002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT SCALP,,,SNOMED,Structure of left half of scalp,4307573,422569009,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT SCALP,,,SNOMED,Structure of right half of scalp,4312775,425002002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SCROTUM,,,SNOMED,Scrotum,4066714,20233005,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,BILATERAL SHOULDER,,,"SNOMED,LOINC",Shoulder Bilateral,40782909,LP30271-8,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT SHOULDER,,,,Left shoulder,4241290,91775009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT SHOULDER,,,,Right shoulder,4240768,91774008,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,WHOLE BODY - SKIN,,,"SNOMED,LOINC",Photodynamic therapy of skin of whole body,4182434,429730002,Concept,Active,Inexact*,Procedure,Procedure,SNOMED,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,SKULL,,,SNOMED,Skull,4230029,89546000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,CERVICAL & THORACIC SPINE,,,"SNOMED,LOINC",Cervicothoracic spine,4256907,408722000,Concept,Inactive,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,SPHENOID SINUS,,,SNOMED,Sphenoid sinus,4097172,24999009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,CERVICAL SPINE,,,SNOMED,Cervical spine,4046743,122494005,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LUMBAR SPINE,,,SNOMED,Lumbar spine,4045660,122496007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,THORACIC SPINE,,,SNOMED,Thoracic spine,4047490,122495006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,WHOLE SPINE,,,SNOMED,Entire spine,4185891,44300000,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SPLEEN,,,SNOMED,Spleen,4302605,78961009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LUMBO-SACRAL SPINE,,,SNOMED,Lumbosacral spine,4231489,356139006,Concept,Inactive,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,THORACIC & LUMBAR SPINE,,,SNOMED,Joint structure of thoracic and lumbar spine,4125034,304574006,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,STERNUM,,,SNOMED,Sternum,4211392,56873002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,STOMACH,,,SNOMED,Stomach,4288283,69695003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SUBMANDIBULAR GLANDS,,,SNOMED,Submandibular gland,4299196,385296007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT TEMPLE,,,"SNOMED,LOINC",Temple region,42872729,450721000,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT TEMPLE,,,"SNOMED,LOINC",Temple region,42872729,450721000,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL TESTIS,,,SNOMED,Both testes,4175643,42774007,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT TESTIS,,,,Left testis,4268604,63239009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT TESTIS,,,,Right testis,4048865,15598003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,THYROID,,,SNOMED,Thyroid,4321375,69748006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT TIBIA,,,SNOMED,Bone structure of left tibia,36714322,719492002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT TIBIA,,,SNOMED,Bone structure of right tibia,36714321,719491009,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT TOES,,,SNOMED,Structure of toe of left foot,36715377,721027006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT TOES,,,SNOMED,Structure of toe of right foot,36715376,721026002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,TONGUE,,,SNOMED,Tongue,4071678,21974007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,TONSIL,,,SNOMED,Tonsil,4327174,75573002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,TRACHEA,,,SNOMED,Trachea,4195956,44567001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT ULNA,,,SNOMED,Bone structure of left ulna,36714297,719462006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT ULNA,,,SNOMED,Bone structure of right ulna,36714298,719463001,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT URETER,,,,Left ureter,4131503,26559004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT URETER,,,,Right ureter,4099074,25308007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
