Schema,Field,Original Term,Preferred Target Classes,Preferred Target Domains,Preferred Target Vocabularies,Mapped Term,Concept ID,Concept Code,Term Type,Status,Match Type,Class,Domain,Vocabulary,Manual Map Type,Mapped By,Approved By,Review URL,Notes
Treatment,status_of_treatment,Physician decision (stopped or interrupted treatment),,,SNOMED,Procedure stopped,4191710,394908001,Concept,Active,Inexact,Context-dependent,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Treatment,status_of_treatment,Treatment completed as prescribed,,,SNOMED,Treatment completed,4082735,182992009,Concept,Active,Inexact,Context-dependent,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Treatment,status_of_treatment,Treatment incomplete due to technical or organizational problems,,,SNOMED,Procedure not completed,4191710,394908001,Synonym,Active,Inexact,Context-dependent,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Treatment,status_of_treatment,Treatment incomplete because patient died,,,SNOMED,Procedure not completed,4191710,394908001,Synonym,Active,Inexact,Context-dependent,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Treatment,status_of_treatment,Treatment ongoing,,,SNOMED,,,,,,No Match,,,,Closest Parent,,,Review,
Treatment,status_of_treatment,Treatment stopped due to lack of efficacy (disease progression),,,SNOMED,Procedure stopped,4191710,394908001,Concept,Active,Inexact,Context-dependent,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Treatment,status_of_treatment,Treatment stopped due to acute toxicity,,,SNOMED,Procedure stopped,4191710,394908001,Concept,Active,Inexact,Context-dependent,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Systemic Therapy,systemic_therapy_type,Chemotherapy,,,,Chemotherapy,4273629,367336001,Concept,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Systemic Therapy,systemic_therapy_type,Hormone therapy,,,,Hormone therapy,4061650,169413002,Concept,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Systemic Therapy,systemic_therapy_type,Immunotherapy,,,,Immunotherapy,4295112,76334006,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_reference_database,RxNorm,,,,RxNorm (NLM),44819104,OMOP generated,Concept,Active,Inexact,Vocabulary,Metadata,Vocabulary,,Justin Liu,,Review,
Systemic Therapy,drug_reference_database,PubChem,,,,,,,,,No Match,,,,,,,Review,
Systemic Therapy,drug_reference_database,NCI Thesaurus,,,,NCI Thesaurus (National Cancer Institute),32917,OMOP generated,Concept,Active,Inexact,Vocabulary,Metadata,Vocabulary,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,mg/m2,,,,mg/m2,4223319,404216004,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,IU/m2,,,,IU/m2,4185926,414524001,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,ug/m2,,,,ug/m2,4230598,404217008,Synonym,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,g/m2,,,,g/m2,4262467,396168004,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,mg/kg,,,,mg/kg,4245255,396163008,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,IU/kg,,,,IU/kg,4117787,259007001,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,mg,,,,mg,4122384,258684004,Concept,Active,Exact,Qualifier Value,Unit,SNOMED,,Justin Liu,,Review,
Systemic Therapy,drug_dose_units,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Radiation,radiation_therapy_modality,Megavoltage radiation therapy using photons (procedure),,,,Megavoltage radiation therapy using photons (procedure),40489482,448385000,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Radiation,radiation_therapy_modality,Teleradiotherapy using electrons (procedure),,,SNOMED,Teleradiotherapy using electrons,4165039,45643008,Synonym,Active,Inexact,Procedure,Procedure,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,radiation_therapy_modality,Teleradiotherapy protons (procedure),,,SNOMED,Teleradiotherapy using photons,607996,1156506007,Synonym,Active,Inexact,Procedure,Procedure,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,radiation_therapy_modality,Teleradiotherapy neutrons (procedure),,,SNOMED,Teleradiotherapy neutrons,4213601,80347004,Synonym,Active,Inexact,Procedure,Procedure,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,radiation_therapy_modality,Brachytherapy (procedure),,,,Brachytherapy (procedure),40317890,152198000,Synonym,Active,Exact,Procedure,Procedure,SNOMED,,Justin Liu,,Review,
Radiation,radiation_therapy_modality,Radiopharmaceutical,,,SNOMED,,,,,,No Match,,,,,,,Review,
Radiation,radiation_therapy_modality,Other,,,,Other,9177,74964007,Concept,Active,Exact,Qualifier Value,Meas Value,SNOMED,,Justin Liu,,Review,
Radiation,radiation_therapy_modality,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Radiation,radiation_therapy_type,External,,,,External,4130085,261074009,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Radiation,radiation_therapy_type,Internal,,,,Internal,4127806,260521003,Concept,Active,Exact,Qualifier Value,Observation,SNOMED,,Justin Liu,,Review,
Radiation,radiation_therapy_type,Not available,,,,Not available,45884396,LA7338-2,Concept,Active,Exact,Answer,Meas Value,LOINC,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT ABDOMEN,,,,Structure of left side of abdomen,4166246,416011007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,WHOLE ABDOMEN,,,,Entire abdomen,4120138,302553009,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT ABDOMEN,,,,Structure of right side of abdomen,4166718,415994006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LOWER ABDOMEN,,,,Lower abdomen,4098444,27033000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT LOWER ABDOMEN,,,,Left lower quadrant of abdomen,4285903,68505006,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT LOWER ABDOMEN,,,,Right lower quadrant of abdomen,4174976,48544008,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,UPPER ABDOMEN,,,,Upper abdomen,4213724,80581009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT UPPER ABDOMEN,,,,Left upper quadrant of abdomen,4314121,86367003,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT UPPER ABDOMEN,,,,Right upper quadrant of abdomen,4196689,50519007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT ADRENAL,,,"SNOMED,LOINC",Left adrenal gland,4001533,12003004,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,RIGHT ADRENAL,,,"SNOMED,LOINC",Right adrenal gland,4105308,29392005,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,BILATERAL ANKLE,,,,Both ankles,4321531,69948000,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT ANKLE,,,,Left ankle,4197824,51636004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT ANKLE,,,,Right ankle,4283074,6685009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,BILATERAL ANTRUM (BULL'S EYE),,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,LEFT ANTRUM,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,RIGHT ANTRUM,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,ANUS,,,,Anus,4202233,53505006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LOWER LEFT ARM,,,"SNOMED,LOINC",Arm-lower-left,45881096,LA18757-7,Concept,Active,Inexact,Answer,Meas Value,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LOWER RIGHT ARM,,,"SNOMED,LOINC",Arm-lower-right,45881101,LA18758-5,Concept,Active,Inexact,Answer,Meas Value,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL ARMS,,,,Both arms,4239690,69273007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT ARM,,,,Left arm,4283159,368208006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT ARM,,,,Right arm,4274743,368209003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,UPPER LEFT ARM,,,,Left upper arm,4283159,368208006,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,UPPER RIGHT ARM,,,,Right upper arm,4274743,368209003,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT AXILLA,,,SNOMED,Left axillary region,4068737,20437008,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT AXILLA,,,SNOMED,Right axillary region,4055882,19654004,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,SKIN OR SOFT TISSUE OF BACK,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,BILE DUCT,,,,Bile duct,4154158,28273000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BLADDER,,,,Bladder,4232481,89837001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LOWER BODY,,,,Lower body,4028235,128263001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,MIDDLE BODY,,,"SNOMED,LOINC",Torso,4042529,22943007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,UPPER BODY,,,,Upper body,4134141,128262006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,WHOLE BODY,,,,Entire total body,4242541,38266002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BOOST - AREA PREVIOUSLY TREATED,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,BRAIN,,,,Brain,4133034,12738006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT BREAST BOOST,,,"SNOMED,LOINC",Left breast,4197399,80248007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT BREAST BOOST,,,"SNOMED,LOINC",Right breast,4248990,73056007,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL BREAST,,,,Both breasts,4273543,63762007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT BREAST,,,,Left breast,4197399,80248007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT BREAST,,,,Right breast,4248990,73056007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL BREASTS WITH NODES,,,"SNOMED,LOINC",Both breasts,4273543,63762007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT BREAST WITH NODES,,,"SNOMED,LOINC",Left breast,4197399,80248007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT BREAST WITH NODES,,,"SNOMED,LOINC",Right breast,4248990,73056007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL BUTTOCKS,,,,Entire buttock,4180330,362677002,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT BUTTOCK,,,,Left buttock,37119042,723979003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT BUTTOCK,,,,Right buttock,37109983,723980000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,INNER CANTHUS,,,"SNOMED,LOINC",Medial canthus,4290537,70339009,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,OUTER CANTHUS,,,"SNOMED,LOINC",Lateral canthus,4266218,61242005,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,CERVIX,,,,Cervix,4325271,71252005,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL CHEST LUNG & AREA INVOLVE,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,LEFT CHEST,,,SNOMED,Left chest structure,4236435,40768004,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT CHEST,,,SNOMED,Right chest structure,4199133,51872008,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,CHIN,,,,Chin,4147228,30291003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT CHEEK,,,,Structure of left cheek,36695649,770923002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT CHEEK,,,,Structure of right cheek,36695648,770922007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL CHEST WALL (W/O BREAST),,,"SNOMED,LOINC",Entire chest wall,4109932,181608004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT CHEST WALL,,,,Structure of left half of chest wall,36695706,771318003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT CHEST WALL,,,,Structure of right half of chest wall,36695707,771319006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL CLAVICLE,,,"SNOMED,LOINC",Clavicle Bilateral,1176690,LP29907-0,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT CLAVICLE,,,SNOMED,Bone structure of left clavicle,36717402,720617006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT CLAVICLE,,,SNOMED,Bone structure of right clavicle,36715127,720616002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,COCCYX,,,,Coccyx,4132900,278915007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,COLON,,,,Colon,4215634,71854001,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,WHOLE C.N.S. (MEDULLA TECHINQUE),,,"SNOMED,LOINC",Entire central nervous system,4082957,278199004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,CSF SPINE (MEDULL TECH 2 DIFF MACHI,,,"SNOMED,LOINC",Cerebrospinal fluid,4278997,65216001,Concept,Active,Inexact,Substance,Observation,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT CHESTWALL BOOST,,,"SNOMED,LOINC",Structure of left half of chest wall,36695706,771318003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT CHESTWALL BOOST,,,"SNOMED,LOINC",Structure of right half of chest wall,36695707,771319006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL CHESTWALL WITH NODES,,,"SNOMED,LOINC",Entire chest wall,4109932,181608004,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT CHESTWALL WITH NODES,,,"SNOMED,LOINC",Structure of left half of chest wall,36695706,771318003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,RIGHT CHESTWALL WITH NODES,,,"SNOMED,LOINC",Structure of right half of chest wall,36695707,771319006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT EAR,,,,Left ear,4233086,89644007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT EAR,,,,Right ear,4103458,25577004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,EPIGASTRIUM,,,,Epigastrium,4101855,27947004,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LOWER ESOPHAGUS,,,SNOMED,Lower third of esophagus,4281852,67173009,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,MIDDLE ESOPHAGUS,,,SNOMED,Middle third of esophagus,4077602,19000002,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,UPPER ESOPHAGUS,,,SNOMED,Upper third of esophagus,4183397,54738009,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,ENTIRE ESOPHAGUS,,,,Entire esophagus,4112721,181245004,Concept,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,ETHMOID SINUS,,,,Ethmoid sinus,4182234,54215007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL EYES,,,,Bilateral eyes,4230443,40638003,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,LEFT EYE,,,,Left eye,4232319,8966001,Synonym,Inactive,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT EYE,,,,Right eye,4078078,18944008,Synonym,Inactive,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL FACE,,,,Entire face,4120135,302549007,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT FACE,,,,Left side of face,4309698,423781004,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT FACE,,,,Right side of face,4309081,424431000,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT FALLOPIAN TUBES,,,,Left fallopian tube,4034043,113293009,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT FALLOPIAN TUBES,,,,Right fallopian tube,4067406,2033006,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL FEMUR,,,"SNOMED,LOINC",Femur Bilateral,40792750,LP29973-2,Concept,Active,Inexact,LOINC System,Observation,LOINC,,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,LEFT FEMUR,,,SNOMED,Structure of bone of left femur,36717353,722738000,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,RIGHT FEMUR,,,SNOMED,Structure of bone of right femur,36717582,722739008,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,LEFT FIBULA,,,,Left fibula,37110137,724231006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT FIBULA,,,,Right fibula,37110136,724230007,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,FINGER (INCLUDING THUMBS),,,SNOMED,Finger structure,4192373,7569003,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 3,,Review,
Radiation,anatomical_site_irradiated,FLOOR OF MOUTH (BOOSTS),,,"SNOMED,LOINC",Floor of mouth,4267224,36360002,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,
Radiation,anatomical_site_irradiated,BILATERAL FEET,,,,Both feet,4310112,8580001,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT FOOT,,,,Left foot,4320144,22335008,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT FOOT,,,,Right foot,4298982,7769000,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,FOREHEAD,,,,Forehead,4203933,52795006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,POSTERIOR FOSSA,,,"SNOMED,LOINC",Posterior fossa of cranial cavity,4261980,35763008,Synonym,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Closest Parent,Justin Liu 4,,Review,Mapped after correspondence with Linda Xiang
Radiation,anatomical_site_irradiated,GALL BLADDER,,,,Gall bladder,4151384,28231008,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,GINGIVA,,,,Gingiva,4034272,113279002,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL HAND,,,,Both hands,4027256,12861001,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,Manual,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT HAND,,,,Left hand,4309650,85151006,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,RIGHT HAND,,,,Right hand,4302584,78791008,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu,,Review,
Radiation,anatomical_site_irradiated,HEAD,,,,Head,4287390,69536005,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,BILATERAL HEEL,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,
Radiation,anatomical_site_irradiated,LEFT HEEL,,,,Left heel structure,37109764,723606006,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,RIGHT HEEL,,,,Right heel structure,37109765,723607002,Concept,Active,Inexact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
Radiation,anatomical_site_irradiated,LEFT HEMIMANTLE,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,RIGHT HEMIMANTLE,,,"SNOMED,LOINC",,,,,,No Match,,,,,,,Review,What does this mean?
Radiation,anatomical_site_irradiated,HEART,,,,Heart,4217142,80891009,Synonym,Active,Exact,Body Structure,Spec Anatomic Site,SNOMED,,Justin Liu 2,,Review,
